timestamp,Altiva Hybrid Long-Short Fund,Magnum Hybrid Long Short Fund,iSIF Equity Ex-Top 100 Long-Short Fund,iSIF Hybrid Long-Short Fund,iSIF Active Asset Allocator Long-Short Fund,Qsif Equity Long-Short Fund,RedHex Hybrid Long-Short Fund,Titanium Hybrid Long-Short Fund,Altiva Equity Ex-Top 100 Long-Short Fund,Diviniti Equity Long Short Fund,DynaSIF Equity Long-Short Fund,iSIF Equity Long-Short Fund,Qsif Equity Ex-Top 100 Long-Short Fund,Titanium Equity Long-Short Fund,DynaSIF Active Asset Allocator Long-Short Fund,Qsif Hybrid Long-Short Fund,Arthaya Equity Long Short Fund,Arudha Hybrid Long-Short Fund,Arudha Equity Long-Short Fund,Apex Hybrid Long-Short Fund,Qsif Active Asset Allocator Long-Short Fund,WSIF Equity Long-Short Fund,WSIF Equity Ex-Top 100 Long-Short Fund,Sapphire Equity Long-Short SIF,Qsif Sector Rotation Long-Short Fund,Platinum Hybrid Long-Short Fund,DynaSIF Equity Ex-Top 100 Long-Short Fund,Infinity Hybrid Long-Short Fund
2025-10-24 00:00:00+00:00,,,,,,10.0843,,,,,,,,,,10.0141,,,,,,,,,,,,
2025-10-27 00:00:00+00:00,,,,,,10.1018,,,,,,,,,,10.0246,,,,,,,,,,,,
2025-11-10 00:00:00+00:00,10.058,10.0005,,,,10.1232,,,,,,,,,,10.013,,,,,,,,,,,,
2025-11-11 00:00:00+00:00,10.0668,10.0141,,,,10.1249,,,,,,,,,,10.03,,,,,,,,,,,,
2025-11-12 00:00:00+00:00,10.0864,10.0322,,,,10.1558,,,,,,,10.0,,,10.0509,,,,,,,,,,,,
2025-11-13 00:00:00+00:00,10.0843,10.0388,,,,10.1537,,,,,,,10.0111,,,10.0786,,,,,,,,,,,,
2025-11-14 00:00:00+00:00,10.0708,10.0495,,,,10.1259,,,,,,,10.0045,,,10.036,,,,,,,,,,,,
2025-11-17 00:00:00+00:00,10.0783,10.0688,,,,10.15,,,,,,,10.032,,,10.0584,,,,,,,,,,,,
2025-11-18 00:00:00+00:00,10.0839,10.0558,,,,10.1116,,,,,,,10.0173,,,10.0168,,,,,,,,,,,,
2025-11-19 00:00:00+00:00,10.0996,10.0903,,,,10.1568,,,,,,,9.9945,,,10.1108,,,,,,,,,,,,
2025-11-20 00:00:00+00:00,10.102,10.0969,,,,10.1495,,,,,,,9.9765,,,10.1025,,,,,,,,,,,,
2025-11-21 00:00:00+00:00,10.1032,10.0759,,,,10.1213,,,,,,,9.9236,,,10.0551,,,,,,,,,,,,
2025-11-24 00:00:00+00:00,10.0932,10.0801,,,,10.1428,,,,,,,9.8898,,,10.0553,,,,,,,,,,,,
2025-11-25 00:00:00+00:00,10.1014,10.085,,,,10.1031,,,,,,,9.9139,,,10.0392,,,,,,,,,,,,
2025-11-26 00:00:00+00:00,10.12,10.1323,,,,10.1659,,,,,,,9.9434,,,10.0914,,,,,,,,,,,,
2025-11-27 00:00:00+00:00,10.1178,10.1318,,,,10.1349,,,,,,,9.9153,,,10.0731,,,,,,,,,,,,
2025-11-28 00:00:00+00:00,10.1204,10.1252,,,,10.1182,,,,,,,10.0123,,,10.0266,,,,,,,,,,,,
2025-12-01 00:00:00+00:00,10.1223,10.1375,,,,10.1014,,,,,,,9.9648,,,10.0249,,,,,,,,,,,,
2025-12-02 00:00:00+00:00,10.1289,10.1327,,,,10.1029,,,,,,,9.9609,,,10.0402,,,,,,,,,,,,
2025-12-03 00:00:00+00:00,10.1209,10.118,,,,10.0855,,,,1000.953,,,9.9214,,,10.0116,,,,,,,,,,,,
2025-12-04 00:00:00+00:00,10.1321,10.1308,,,,10.1247,,,,1001.344,,,9.918,,,10.0265,,,,,,,,,,,,
2025-12-05 00:00:00+00:00,10.1411,10.1593,,,,10.1491,,,,1003.7033,,,9.9143,,,10.0147,,,,,,,,,,,,
