timestamp,Altiva Equity Ex-Top 100 Long-Short Fund,Altiva Hybrid Long-Short Fund,Apex Hybrid Long-Short Fund,Arthaya Equity Long Short Fund,Arudha Equity Long-Short Fund,Arudha Hybrid Long-Short Fund,Diviniti Equity Long Short Fund,DynaSIF Active Asset Allocator Long-Short Fund,DynaSIF Equity Ex-Top 100 Long-Short Fund,DynaSIF Equity Long-Short Fund,Infinity Hybrid Long-Short Fund,Magnum Hybrid Long Short Fund,Platinum Hybrid Long-Short Fund,Qsif Active Asset Allocator Long-Short Fund,Qsif Equity Ex-Top 100 Long-Short Fund,Qsif Equity Long-Short Fund,Qsif Hybrid Long-Short Fund,Qsif Sector Rotation Long-Short Fund,RedHex Hybrid Long-Short Fund,Sapphire Equity Long-Short SIF,Titanium Equity Long-Short Fund,Titanium Hybrid Long-Short Fund,WSIF Equity Ex-Top 100 Long-Short Fund,WSIF Equity Long-Short Fund,iSIF Active Asset Allocator Long-Short Fund,iSIF Equity Ex-Top 100 Long-Short Fund,iSIF Equity Long-Short Fund,iSIF Hybrid Long-Short Fund
2025-10-24 00:00:00+00:00,,,,,,,,,,,,,,,,10.0843,10.0141,,,,,,,,,,,
2025-10-27 00:00:00+00:00,,,,,,,,,,,,,,,,10.1018,10.0246,,,,,,,,,,,
2025-11-10 00:00:00+00:00,,10.058,,,,,,,,,,10.0005,,,,10.1232,10.013,,,,,,,,,,,
2025-11-11 00:00:00+00:00,,10.0668,,,,,,,,,,10.0141,,,,10.1249,10.03,,,,,,,,,,,
2025-11-12 00:00:00+00:00,,10.0864,,,,,,,,,,10.0322,,,10.0,10.1558,10.0509,,,,,,,,,,,
2025-11-13 00:00:00+00:00,,10.0843,,,,,,,,,,10.0388,,,10.0111,10.1537,10.0786,,,,,,,,,,,
2025-11-14 00:00:00+00:00,,10.0708,,,,,,,,,,10.0495,,,10.0045,10.1259,10.036,,,,,,,,,,,
2025-11-17 00:00:00+00:00,,10.0783,,,,,,,,,,10.0688,,,10.032,10.15,10.0584,,,,,,,,,,,
2025-11-18 00:00:00+00:00,,10.0839,,,,,,,,,,10.0558,,,10.0173,10.1116,10.0168,,,,,,,,,,,
2025-11-19 00:00:00+00:00,,10.0996,,,,,,,,,,10.0903,,,9.9945,10.1568,10.1108,,,,,,,,,,,
2025-11-20 00:00:00+00:00,,10.102,,,,,,,,,,10.0969,,,9.9765,10.1495,10.1025,,,,,,,,,,,
2025-11-21 00:00:00+00:00,,10.1032,,,,,,,,,,10.0759,,,9.9236,10.1213,10.0551,,,,,,,,,,,
2025-11-24 00:00:00+00:00,,10.0932,,,,,,,,,,10.0801,,,9.8898,10.1428,10.0553,,,,,,,,,,,
2025-11-25 00:00:00+00:00,,10.1014,,,,,,,,,,10.085,,,9.9139,10.1031,10.0392,,,,,,,,,,,
2025-11-26 00:00:00+00:00,,10.12,,,,,,,,,,10.1323,,,9.9434,10.1659,10.0914,,,,,,,,,,,
2025-11-27 00:00:00+00:00,,10.1178,,,,,,,,,,10.1318,,,9.9153,10.1349,10.0731,,,,,,,,,,,
2025-11-28 00:00:00+00:00,,10.1204,,,,,,,,,,10.1252,,,10.0123,10.1182,10.0266,,,,,,,,,,,
2025-12-01 00:00:00+00:00,,10.1223,,,,,,,,,,10.1375,,,9.9648,10.1014,10.0249,,,,,,,,,,,
2025-12-02 00:00:00+00:00,,10.1289,,,,,,,,,,10.1327,,,9.9609,10.1029,10.0402,,,,,,,,,,,
2025-12-03 00:00:00+00:00,,10.1209,,,,,1000.953,,,,,10.118,,,9.9214,10.0855,10.0116,,,,,,,,,,,
2025-12-04 00:00:00+00:00,,10.1321,,,,,1001.344,,,,,10.1308,,,9.918,10.1247,10.0265,,,,,,,,,,,
2025-12-05 00:00:00+00:00,,10.1411,,,,,1003.7033,,,,,10.1593,,,9.9143,10.1491,10.0147,,,,,,,,,,,
2025-12-08 00:00:00+00:00,,10.1214,,,,,1000.6632,,,,,10.1207,,,9.8561,10.0834,9.9674,,,,,,,,,,,
2025-12-09 00:00:00+00:00,,10.1249,,,,,999.7664,,,,,10.1164,,,9.8804,10.0361,9.9902,,,,,,,,,,,
2025-12-10 00:00:00+00:00,,10.1793,,,,,999.1685,,,,,10.123,,,9.8779,10.0134,9.9723,,,,,,,,,,,
2025-12-11 00:00:00+00:00,,10.1823,,,,,1000.5175,,,,,10.1442,,,9.887,10.0834,9.9877,,,,,,,,,,,
2025-12-12 00:00:00+00:00,,10.2031,,,,,1002.4842,,,,,10.1753,,,9.9476,10.1168,10.0076,,,,,,,,,,,
2025-12-15 00:00:00+00:00,,10.2249,,,,,1002.4957,,,,,10.1685,,,9.9261,10.1041,10.012,,,,,,,,,,,
2025-12-16 00:00:00+00:00,,10.2211,,,,,1000.6526,,,,,10.1308,,,9.8709,10.0404,9.9719,,,,,,,,,,,
2025-12-17 00:00:00+00:00,,10.2383,,,,,1000.1837,,,,,10.1245,,,9.8238,10.0067,9.9432,,,,,10.0029,,,,,,
2025-12-18 00:00:00+00:00,,10.2503,,,,,1000.3331,,,,,10.1365,,,9.8097,10.0226,9.9504,,,,,10.0013,,,,,,
2025-12-19 00:00:00+00:00,,10.2664,,,,,1002.0941,,,,,10.1825,,,9.8723,10.0802,10.0157,,,,,10.0212,,,,,,
2025-12-22 00:00:00+00:00,,10.2709,,,,,1004.3506,,,,,10.2103,,,9.8764,10.1217,10.0206,,,,,10.0332,,,,,,
2025-12-23 00:00:00+00:00,,10.2724,,,,,1003.8238,,,,,10.215,,,9.901,10.1181,10.0351,,,,,10.0403,,,,,,
2025-12-24 00:00:00+00:00,,10.2785,,,,,1003.5902,,,,,10.2186,,,9.8618,10.0964,10.0321,,,,,10.034,,,,,,
2025-12-26 00:00:00+00:00,,10.2793,,,,,1002.2094,,,,,10.2142,,,9.8478,10.066,10.0339,,,,,10.032,,,,,,
2025-12-29 00:00:00+00:00,,10.2776,,,,,1000.9747,,,,,10.2007,,,9.795,10.0197,10.0093,,,,,10.0279,,,,,,
2025-12-30 00:00:00+00:00,,10.2941,,,,,1000.9537,,,,,10.1923,,,9.7951,10.016,9.9989,,,,,10.0297,,,,,,
2025-12-31 00:00:00+00:00,,10.2931,,,,,1003.5044,,,,,10.2223,,,9.8634,10.0599,10.0186,,,,,10.0668,,,,,,
2026-01-01 00:00:00+00:00,,10.3035,,,,,1004.7905,,,,,10.2379,,,9.8976,10.1084,10.0159,,,,,10.0643,,,,,,
2026-01-02 00:00:00+00:00,,10.3116,,,,,1007.3952,,,,,10.268,,,9.9717,10.1665,10.0604,,,,,10.0987,,,,,,
2026-01-05 00:00:00+00:00,,10.3164,,,,,1007.5914,,,,,10.2571,,,9.9449,10.135,10.0348,,,,,10.1036,,,,,,
2026-01-06 00:00:00+00:00,,10.3175,,,,,1007.3292,,,,,10.2358,,,9.9139,10.1689,10.0157,,,,,10.1112,,,,,,
2026-01-07 00:00:00+00:00,,10.3226,,,,,1007.3804,,,,,10.242,,,9.9772,10.1812,10.0418,,,,,10.1093,,,,,,
2026-01-08 00:00:00+00:00,,10.3138,,,,,1003.6882,,,,,10.2042,,,9.807,10.0993,10.0279,,,,,10.0446,,,,,,
2026-01-09 00:00:00+00:00,,10.2993,,,,,1001.885,,,,,10.1899,,,9.6437,9.9816,9.9684,,,,,10.0086,,,,,,
2026-01-12 00:00:00+00:00,,10.3084,,,,,1003.3332,,,,,10.2002,,,9.6524,9.9924,9.9777,,,,,10.0263,,,,,,
2026-01-13 00:00:00+00:00,,10.3041,,,,,1003.9296,,,,,10.2069,,,9.6624,9.9876,9.9858,,,,,10.0291,,,,,,
2026-01-14 00:00:00+00:00,,10.3166,,,,,1003.1586,,,,,10.197,,,9.6072,9.9255,9.9415,,,,,10.0457,,,,,,
2026-01-16 00:00:00+00:00,,10.3096,,,,,1002.6582,,,,,10.2052,,,9.5835,9.8965,9.9293,,,,,10.0495,,,,,,
2026-01-19 00:00:00+00:00,,10.322,,,,,1001.0849,,,,,10.2109,,,9.4982,9.843,9.8886,,,,,10.0145,,,,,,
2026-01-20 00:00:00+00:00,,10.2861,,,,,996.0857,,,,,10.1448,,,9.3169,9.7209,9.8488,,,,,9.9395,,,,,,
2026-01-21 00:00:00+00:00,,10.2699,,,,,995.4498,,,,,10.1438,,,9.2621,9.6609,9.7998,,,,,9.9126,,,,,,
2026-01-22 00:00:00+00:00,,10.2893,,,,,994.4711,,,,,10.1625,,,9.3047,9.7196,9.8525,,,,,9.9296,,,,,,
2026-01-23 00:00:00+00:00,,10.2635,,,,,991.7995,,,,,10.1259,,,9.2054,9.5686,9.8202,,,,,9.8527,,,,,,
2026-01-27 00:00:00+00:00,,10.2744,,,,,991.2368,,,,,10.1093,,,9.1911,9.6089,9.8194,,,,,9.8856,,,,,,
2026-01-28 00:00:00+00:00,,10.2928,,,,,992.481,,,,,10.1378,,,9.2716,9.6627,9.8456,,,,,9.9409,,,,,,
2026-01-29 00:00:00+00:00,,10.3041,,,,,991.679,,,,,10.138,,,9.3402,9.7173,9.8726,,,,,9.9702,,,,,,
2026-01-30 00:00:00+00:00,,10.3066,,,,,991.1992,,,,,10.1368,,,9.401,9.7259,9.889,,,,,9.9637,,,,,,
2026-02-02 00:00:00+00:00,,10.3083,,,,,988.0553,,,,,10.121,,,9.3212,9.6863,9.8797,,,,,9.9359,,,,,,
2026-02-03 00:00:00+00:00,,10.334,,,,,991.875,,,,,10.1898,,,9.5232,9.8305,9.9642,,,,,10.0602,,,,,,
2026-02-04 00:00:00+00:00,,10.3363,,,,10.034,995.2829,,,,,10.1921,,,9.5587,9.8575,9.9564,,,,,10.1022,,,,10.0,,10.0
2026-02-05 00:00:00+00:00,,10.3301,,,,10.042,992.0587,,,,,10.1899,,,9.5456,9.8633,9.9612,,,,,10.0823,,,,9.99,,10.0179
2026-02-06 00:00:00+00:00,,10.3377,,,,10.04,992.3122,,,,,10.2036,,,9.5179,9.8602,9.9318,,,,,10.0961,,,,9.99,,10.0054
2026-02-09 00:00:00+00:00,,10.3565,,,,10.037,994.3212,,,,,10.2212,,,9.6474,9.9241,9.9723,,,,,10.1285,,,,10.05,,10.069
2026-02-10 00:00:00+00:00,,10.3574,,,,10.039,993.5065,,,,,10.2299,,,9.6913,9.9122,9.9783,,,,,10.1576,,,,10.06,,10.1151
2026-02-11 00:00:00+00:00,,10.3585,,,,10.044,994.5118,,,,,10.2349,,,9.671,9.9441,9.9753,,,,,10.1667,,,,10.07,,10.1375
2026-02-12 00:00:00+00:00,,10.3535,,,,10.052,994.8071,,,,,10.2235,,,9.6285,9.919,9.9506,,,,,10.1469,,,,10.02,,10.1232
2026-02-13 00:00:00+00:00,,10.3523,,,,10.06,987.2548,,,,,10.202,,,9.4891,9.8041,9.91,,,,,10.076,,,,9.96,,10.0653
2026-02-16 00:00:00+00:00,,10.3715,,,,10.06,990.9132,,,,,10.2218,,,9.4801,9.8584,9.9107,,,,,10.1173,,,,9.97,,10.0738
2026-02-17 00:00:00+00:00,,10.3818,,,,10.066,991.2977,,,,,10.2348,,,9.5183,9.8804,9.9227,,,,,10.1378,,,,10.01,,10.0924
2026-02-18 00:00:00+00:00,,10.395,,,,10.063,993.9071,,,,,10.2537,,,9.5307,9.9063,9.9163,,,,,10.1583,,,,10.02,,10.1037
2026-02-19 00:00:00+00:00,,10.3884,,,,,983.6339,,,,,10.2342,,,9.4375,9.8179,9.9067,,,,,10.1002,,,,9.94,,10.0018
2026-02-20 00:00:00+00:00,,10.3917,,,,10.064,987.1805,,,,,10.2396,,,9.4294,9.8215,9.8872,,,,,10.1285,,,,9.96,,10.0226
2026-02-23 00:00:00+00:00,,10.3824,,,,10.071,991.1304,,,,,10.2566,,,9.3741,9.8499,9.9088,,,,,10.1625,,,,9.98,,10.0442
2026-02-24 00:00:00+00:00,,10.3699,,,,10.07,984.6694,,,,,10.2357,,,9.3365,9.8367,9.8886,,,,,10.1419,,,,9.9,,9.9775
2026-02-25 00:00:00+00:00,,10.3797,,,,10.076,984.8663,,,,,10.2486,,,9.3818,9.8703,9.8957,,,,,10.1576,,,,9.95,,10.0275
2026-02-26 00:00:00+00:00,,10.3894,,,,10.078,985.8724,,,,,10.2499,,,9.4049,9.8908,9.9231,,,,,10.1701,,,,9.97,,10.0249
2026-02-27 00:00:00+00:00,,10.3801,,,,10.078,977.6434,,,10.0072,,10.2146,,,9.3161,9.8056,9.9368,,,,,10.1052,,,,9.87,,9.9585
2026-03-02 00:00:00+00:00,,10.3673,,,,10.083,970.2352,,,10.0103,,10.1877,,,9.184,9.7281,9.9318,,,,,10.0279,,,,9.73,,9.8495
2026-03-04 00:00:00+00:00,,10.3278,,,,10.077,964.6415,,,10.0036,,10.1291,,,9.0669,9.5767,9.8954,,,,,9.9253,,,,9.61,,9.7529
2026-03-05 00:00:00+00:00,,10.361,,,,10.081,966.7974,,,10.0325,,10.1575,,,9.0742,9.586,9.8798,,,,,9.97,,,,9.69,,9.8315
2026-03-06 00:00:00+00:00,,10.3417,,,,10.086,964.4974,,,9.994,,10.1458,,,9.0203,9.4911,9.8426,,,,,9.9065,,,,9.6,,9.7451
2026-03-09 00:00:00+00:00,,10.2976,,,,10.076,960.3937,,,9.9105,,10.1103,,,8.9149,9.3712,9.8408,,,,,9.8043,,,,9.47,,9.6143
2026-03-10 00:00:00+00:00,,10.3334,,,,10.077,960.6158,,,9.9903,,10.1229,,,9.0657,9.5143,9.9007,,,,,9.8769,,,,9.56,,9.7216
2026-03-11 00:00:00+00:00,,10.304,,,,10.091,959.1716,,,9.9227,,10.1104,,,9.0188,9.417,9.8845,,,,,9.8115,,,,9.47,,9.6146
2026-03-12 00:00:00+00:00,,10.2897,,,,10.079,959.6419,,,9.8928,,10.091,,,8.9871,9.3727,9.8738,,,,,9.7545,,,,9.42,,9.5322
2026-03-13 00:00:00+00:00,,10.2515,,,,10.081,960.9396,,,9.7797,,10.0671,,,8.8657,9.2803,9.8425,,,,,9.6332,,,,9.28,,9.3738
2026-03-16 00:00:00+00:00,,10.2597,,,,10.08,961.0704,,,9.7819,,10.0681,,,8.8703,9.321,9.851,,,,,9.6697,,,,9.29,,9.4448
2026-03-17 00:00:00+00:00,,10.2946,,,,10.08,961.5486,,,9.8304,,10.0715,,,8.9191,9.3453,9.8634,,,,,9.7216,,,,9.33,,9.5121
2026-03-18 00:00:00+00:00,,10.3396,,,,10.088,960.5362,,,9.8877,,10.0913,,,9.0407,9.4304,9.9308,,,,,9.7837,,,,9.45,,9.616
2026-03-19 00:00:00+00:00,,10.2616,,,,,950.1476,,,9.7528,,10.0433,,,8.8205,9.2014,9.8354,,,,,9.6106,,,,9.24,,9.4037
2026-03-20 00:00:00+00:00,,10.2834,,,,10.087,952.5235,,,9.79,,10.0625,,,8.8836,9.2257,9.8637,,,,,9.6245,,,,9.27,,9.4339
2026-03-23 00:00:00+00:00,,10.1833,,,,10.08,952.3612,,,9.6261,,10.0206,,,8.6254,8.9649,9.7807,,,,,9.4448,,,,9.04,,9.2346
2026-03-24 00:00:00+00:00,,10.2538,,,,10.076,952.3797,,,9.7204,,10.0482,,,8.7637,9.1091,9.8751,,,,,9.5452,,,,9.19,,9.3801
2026-03-25 00:00:00+00:00,,10.3021,,,,10.08,953.7149,,,9.8219,,10.0906,,,8.8931,9.227,9.9185,,,,,9.667,,,,9.34,,9.5203
2026-03-27 00:00:00+00:00,,10.267,,,,10.083,950.7078,,,9.6953,,10.0434,,,8.7664,9.1115,9.8869,,,,,9.5417,,,,9.2,,9.3636
2026-03-30 00:00:00+00:00,,10.2206,10.02,,9.826,10.09,948.4589,10.0209,,9.568,,9.9939,,,8.608,8.9276,9.846,,,,,9.41,,,,9.02,,9.2301
2026-03-31 00:00:00+00:00,,10.2214,10.02,,9.827,10.091,948.4515,10.0217,,9.5681,,9.9944,,,8.6082,8.9277,9.8465,,,,,9.4106,,,,9.02,,9.2304
2026-04-01 00:00:00+00:00,,10.2967,10.02,,9.89,,946.0671,,,9.659,,10.012,,,8.7933,9.1001,9.9227,,,,,9.5111,,,,9.18,,9.3867
2026-04-02 00:00:00+00:00,,10.2822,10.02,,9.902,10.087,948.4573,10.0095,,9.6301,,10.0096,,,8.7758,9.0718,9.9268,,,,,9.5246,,,,9.2,,9.3745
2026-04-06 00:00:00+00:00,,10.3174,10.03,,9.959,10.083,948.8272,10.0362,,9.718,,10.018,,,8.8418,9.1473,9.9607,,,,,9.5813,,,,9.28,,9.4754
2026-04-07 00:00:00+00:00,,10.337,10.03,,10.008,10.092,953.1011,10.0382,,9.7367,,10.0373,,,8.8854,9.1817,10.0014,,,,,9.6077,,,,9.31,,9.4903
2026-04-08 00:00:00+00:00,,10.4331,10.05,,10.151,10.108,962.5652,10.1056,,9.9497,,10.1163,,,9.1157,9.458,10.1019,,,,,9.8251,,,,9.57,,9.8044
2026-04-09 00:00:00+00:00,,10.4331,10.05,,10.133,10.113,956.3039,10.0862,,9.9406,,10.1101,,,9.1105,9.4499,10.1571,,,,,9.8012,,,,9.54,,9.7654
2026-04-10 00:00:00+00:00,,10.4535,10.05,,10.17,10.125,959.5018,10.1062,,10.0383,,10.1425,,,9.2789,9.6045,10.2678,,,,,9.8828,,,,9.64,,9.88
2026-04-13 00:00:00+00:00,,10.4529,10.06,,10.158,10.126,957.4157,10.065,,9.9589,,10.1308,,,9.2645,9.5594,10.2623,,,,,9.8626,,,,9.61,,9.8193
2026-04-15 00:00:00+00:00,,10.4809,10.08,,10.253,10.143,963.9841,10.1318,,10.1412,,10.1722,,,9.444,9.629,10.2629,,,,,9.9618,,,,9.76,,9.9634
2026-04-16 00:00:00+00:00,,10.4858,10.08,,10.247,10.145,961.6001,10.1522,,10.2105,,10.1668,,,9.5526,9.6915,10.3033,,,,,9.9613,,,,9.81,,9.9784
2026-04-17 00:00:00+00:00,,10.4972,10.08,,10.271,10.144,963.1395,,,10.3176,,10.185,,,9.6333,9.782,10.3445,,,,,9.982,,,,9.89,,10.0429
2026-04-20 00:00:00+00:00,,10.5072,10.08,,10.284,10.153,962.667,10.1871,,10.3096,,10.1967,,,9.6206,9.7865,10.3573,,,,,9.9863,,,,9.89,,10.0693
2026-04-21 00:00:00+00:00,,10.5192,10.09,,10.315,10.151,966.381,10.2068,,10.3677,,10.2014,,,9.7128,9.8909,10.3879,,,,,10.0235,,,,9.95,,10.1313
2026-04-22 00:00:00+00:00,,10.5306,10.08,,10.242,10.15,958.7452,10.1934,,10.3606,,10.197,,,9.8343,10.0188,10.4287,,,,,10.0119,,,,9.95,,10.1075
2026-04-23 00:00:00+00:00,,10.5179,10.08,,10.197,10.143,953.7096,10.172,,10.2705,,10.1915,,,9.7827,9.9686,10.4007,,,,,9.9773,,,,9.89,,10.007
2026-04-24 00:00:00+00:00,,10.5037,10.06,,10.12,10.135,951.2661,10.1525,,10.2111,,10.1752,,10.011,9.7293,9.9839,10.3712,,,,,9.9283,,,,9.8,,9.938
2026-04-27 00:00:00+00:00,,10.5434,10.07,,10.196,10.14,954.2488,10.1789,,10.2854,,10.2038,,10.0146,9.8694,10.0967,10.438,,,,,10.0041,,,,9.88,,9.9972
2026-04-28 00:00:00+00:00,,10.546,10.07,,10.176,10.135,957.0597,10.1615,,10.304,,10.2102,,10.0103,9.9221,10.1369,10.4904,,,,,9.9831,,,,9.86,,9.9504
2026-04-29 00:00:00+00:00,,10.5622,10.08,,10.191,10.133,958.3725,10.162,,10.3167,,10.233,,10.0346,9.8919,10.1207,10.513,,,1000.0,,9.9833,,,,9.88,,9.9781
2026-04-30 00:00:00+00:00,,10.5455,10.06,,10.163,10.129,955.1524,10.1242,,10.199,,10.2218,,10.0072,9.9324,10.1492,10.5297,,,,,9.9291,,,,9.82,,9.9185
2026-05-04 00:00:00+00:00,,10.5658,10.08,,10.202,10.138,954.96,10.1186,,10.2223,,10.234,,10.0309,10.0169,10.2388,10.6079,,,997.5808,,9.9722,,,,9.87,,9.9586
2026-05-05 00:00:00+00:00,,10.572,10.08,,10.214,10.139,952.5186,10.1271,,10.2703,,10.2316,,10.0231,10.0327,10.2321,10.5913,,,998.3543,,9.9574,,,,9.88,,9.9501
2026-05-06 00:00:00+00:00,,10.6008,10.09,,10.31,10.146,953.8463,10.1986,,10.3994,,10.2625,,10.0783,10.0979,10.2968,10.6294,,,1011.1715,,10.052,,,,10.0,,10.05
2026-05-07 00:00:00+00:00,,10.6089,10.11,,10.315,10.155,954.5475,10.222,,10.4452,,10.2775,,10.1112,10.145,10.3215,10.6517,,,1015.0655,,10.0709,,,,10.06,,10.0875
2026-05-08 00:00:00+00:00,,10.6103,10.1,,10.283,10.158,949.0503,10.2267,,10.4745,,10.28,,10.1017,10.1199,10.3177,10.66,,,1009.762,,10.0368,,,,10.06,,10.0566
2026-05-11 00:00:00+00:00,,10.5945,10.08,,10.209,10.157,935.2343,10.1365,,10.3636,,10.265,,10.0789,10.0532,10.1962,10.5516,,,995.5646,,9.9737,9.9962,10.001,,9.98,,9.9394
2026-05-12 00:00:00+00:00,,10.5592,10.06,,10.083,10.155,923.1613,10.1134,,10.1834,,10.2225,,10.0077,9.9168,10.0617,10.4445,,,977.1849,,9.8853,9.8031,9.8228,,9.81,,9.7941
2026-05-13 00:00:00+00:00,,10.575,10.06,,10.065,10.153,925.6107,10.1521,,10.1845,,10.2334,,10.0676,9.9402,10.1158,10.4577,,,980.6736,,9.9032,9.8228,9.8336,,9.87,,9.7925
2026-05-14 00:00:00+00:00,,10.5996,10.09,,10.12,10.156,929.6806,10.1812,,10.2267,,10.2955,,10.1375,9.9285,10.2099,10.5055,,,991.2602,,9.9766,9.8489,9.8668,,9.94,,9.8308
2026-05-15 00:00:00+00:00,,10.5965,10.08,,10.116,10.155,929.2501,10.1639,,10.2181,,10.2936,,10.1091,9.899,10.2219,10.5244,,,988.382,,9.945,9.8882,9.8881,,9.95,,9.8322
2026-05-18 00:00:00+00:00,,10.5889,10.08,,10.08,10.149,927.0136,10.1131,,10.108,,10.2892,,10.0984,9.7877,10.21,10.4981,10.0096,,985.265,,9.9233,9.8253,9.8457,,9.88,,9.7745
2026-05-19 00:00:00+00:00,,10.6027,10.1,,10.129,10.151,926.3265,10.1533,,10.1419,,10.2883,,10.0956,9.8307,10.2423,10.5066,10.0108,,988.5561,,9.9343,9.8924,9.8979,,9.93,,9.8169
2026-05-20 00:00:00+00:00,,10.6118,10.1,,10.134,10.147,926.3251,10.1325,,10.1618,,10.2995,,10.1014,9.8512,10.216,10.4481,10.012,,991.9472,10.0389,9.9524,9.8549,9.8648,,9.94,,9.847
2026-05-21 00:00:00+00:00,,10.6122,10.1,,10.13,10.143,925.5674,10.1343,,10.1784,,10.2902,,10.087,9.906,10.209,10.4537,10.0132,,992.4973,10.047,9.968,9.8897,9.8831,,9.96,,9.8687
2026-05-22 00:00:00+00:00,,10.6326,10.11,,10.128,10.141,926.5407,10.1432,,10.1935,,10.2973,,10.1052,9.8807,10.2206,10.451,10.0207,,992.3694,10.0578,9.9919,9.9293,9.9373,,9.99,,9.9069
2026-05-25 00:00:00+00:00,,10.6706,10.13,,10.194,10.151,932.0874,10.1697,,10.3066,,10.3505,,10.2445,9.99,10.2982,10.4633,10.0402,,1004.4547,10.1077,10.0521,10.0048,10.0245,,10.04,,9.9914
2026-05-26 00:00:00+00:00,,10.6714,10.13,,10.172,10.152,929.1639,10.1639,,10.3059,,10.3502,,10.2754,10.0407,10.3489,10.4489,10.0444,,1003.2565,10.0872,10.0478,10.0069,10.011,,10.05,,9.983
2026-05-27 00:00:00+00:00,,10.6848,10.15,,10.162,10.154,927.1743,10.1887,,10.3929,,10.3348,,10.3153,10.1185,10.3712,10.4451,10.0756,,1005.5917,10.0966,10.0435,10.0612,10.0347,,10.06,,9.9904
2026-05-29 00:00:00+00:00,,10.6652,10.11,9.9913,10.077,10.149,917.7263,10.183,,10.3307,,10.2906,,10.284,10.0769,10.3596,10.4218,10.0744,,991.7027,10.0201,9.9842,9.9472,9.9127,,9.95,,9.9206
2026-06-01 00:00:00+00:00,,10.6591,10.1,10.0117,10.03,10.166,914.4694,10.1597,,10.2307,,10.2725,,10.2499,10.0168,10.2788,10.415,10.0699,,981.2883,9.9633,9.9348,9.8462,9.8192,,9.88,,9.8594
2026-06-02 00:00:00+00:00,,10.6632,10.11,10.0015,10.03,10.164,913.8822,10.197,,10.2715,,10.2669,,10.281,10.095,10.3003,10.4538,10.0835,,984.9052,9.9816,9.9424,9.8503,9.8508,,9.89,,9.8757
2026-06-03 00:00:00+00:00,,10.6562,10.1,10.0053,10.01,10.166,914.7649,10.1621,,10.2071,,10.2624,,10.2478,10.0466,10.2704,10.417,10.0724,,984.166,9.9604,9.9335,9.837,9.8303,,9.86,,9.8403
2026-06-04 00:00:00+00:00,,10.6677,10.11,10.0037,10.037,10.173,914.2211,10.1594,,10.2285,,10.2639,,10.2404,10.0477,10.2701,10.405,10.081,,986.5906,9.9734,9.938,9.8728,9.8662,,9.88,,9.8778
2026-06-05 00:00:00+00:00,,10.6787,10.12,10.0163,10.045,10.193,913.687,10.2058,,10.2182,,10.2697,,10.2378,10.0467,10.2975,10.4345,10.0853,,984.5275,9.9535,9.9366,9.8731,9.8677,,9.87,,9.8793
2026-06-08 00:00:00+00:00,,10.6652,10.1,10.0326,10.016,10.217,913.0115,10.1316,,10.1266,,10.2569,,10.1785,9.9505,10.2629,10.468,10.0533,,971.9113,9.8587,9.8858,9.7649,9.7496,9.9972,9.79,10.0,9.7765
